year,Top decile as % median - Gross individual earnings
1973.0,176.5
1975.0,168.0
1977.0,153.8
1978.0,155.6
1979.0,150.0
1980.0,146.2
1981.0,142.5
1982.0,154.4
1983.0,149.3
1984.0,150.0
1986.0,142.9
1987.0,156.0
1989.0,144.4
1991.0,152.6
1993.0,157.1
1995.0,163.6
1998.0,154.2
2000.0,160.0
2002.0,164.2
2004.0,165.5
2006.0,166.7
2008.0,159.2
2010.0,155.1
2012.0,159.0
